	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
UAL	41.494998931884766	41.13127899169922	40.94379425048828	40.81258773803711	40.717735290527344	40.62343215942383	40.50741195678711	40.39515686035156	40.29938507080078	40.19378662109375	40.117679595947266	40.03032302856445	39.95848083496094	39.88179397583008	39.80638122558594	39.737796783447266	39.667179107666016	39.59550094604492	39.52455520629883	39.453582763671875	39.38312911987305	39.31264114379883	39.24259948730469	39.17288589477539	39.1035041809082	39.034637451171875	38.966182708740234	38.89823913574219	38.83074951171875	38.76372146606445	38.69720458984375
CSCO	43.31999969482422	43.162601470947266	43.2898063659668	43.27959060668945	43.317138671875	43.3331413269043	43.340431213378906	43.34156036376953	43.33921813964844	43.320987701416016	43.301307678222656	43.27580261230469	43.24222183227539	43.20917892456055	43.17201232910156	43.134334564208984	43.09571838378906	43.05615997314453	43.01625442504883	42.9758186340332	42.9351806640625	42.89452362060547	42.853973388671875	42.81370162963867	42.77385330200195	42.734493255615234	42.695716857910156	42.65755081176758	42.62003707885742	42.58320236206055	42.54707336425781
TROW	104.38500213623048	101.68864440917969	104.64361572265625	100.97123718261719	99.67608642578125	99.65616607666016	97.56686401367188	94.37367248535156	94.5933837890625	91.36679077148438	90.43347930908203	88.10887908935547	86.06412506103516	84.2591323852539	82.59069061279297	80.837890625	79.1764144897461	76.28563690185547	74.10002136230469	70.69193267822266	68.28325653076172	67.22001647949219	64.10205078125	61.844974517822266	59.56244659423828	58.67387390136719	56.84607696533203	54.75944137573242	53.06942367553711	51.1740837097168	50.1890869140625
ISRG	219.71499633789065	218.95379638671875	219.54824829101562	222.0333251953125	220.29568481445312	221.09051513671875	221.674560546875	221.50360107421875	222.00888061523438	222.30831909179688	222.57431030273438	223.23269653320312	223.54544067382812	223.91311645507812	224.17474365234375	224.74710083007812	225.04470825195312	225.53164672851562	225.88339233398438	226.30377197265625	226.7359619140625	227.11163330078125	227.49026489257812	227.92044067382812	228.30581665039062	228.749267578125	229.1231689453125	229.55227661132812	229.94635009765625	230.37298583984375	230.77584838867188
NVR	4053.949951171875	4004.07177734375	3979.447265625	3976.770751953125	3965.054931640625	3973.597412109375	3976.87548828125	3968.255126953125	3968.8330078125	3967.0703125	3957.53515625	3958.926025390625	3958.505615234375	3949.967529296875	3943.21630859375	3935.511474609375	3927.76123046875	3923.63037109375	3920.01220703125	3915.862548828125	3912.745849609375	3908.517822265625	3903.8662109375	3900.1630859375	3895.867431640625	3891.22900390625	3886.76123046875	3881.736083984375	3876.520751953125	3871.69873046875	3866.981201171875
MRO	29.479999542236328	27.875560760498047	26.49127769470215	25.225852966308594	24.185129165649414	23.245065689086914	22.36532211303711	21.5175838470459	20.69247817993164	19.885814666748047	19.1000919342041	18.336244583129883	17.593746185302734	16.870126724243164	16.173742294311523	15.508149147033691	14.871909141540527	14.26502799987793	13.686229705810547	13.134560585021973	12.609037399291992	12.10869026184082	11.632682800292969	11.180580139160156	10.751557350158691	10.345022201538086	9.959936141967773	9.595325469970703	9.250139236450195	8.923316955566406	8.613780975341797
BA	141.99070739746094	153.076171875	149.81597900390625	152.17039489746094	148.82496643066406	147.50775146484375	145.3016357421875	143.5176239013672	141.60987854003906	139.7299346923828	137.85540771484375	135.9886474609375	133.96343994140625	132.2011260986328	130.32916259765625	128.51797485351562	135.05905151367188	134.56727600097656	133.02862548828125	131.37301635742188	129.2257080078125	127.50757598876953	125.62626647949219	123.84794616699219	122.0522689819336	136.86192321777344	141.77061462402344	144.45948791503906	160.11305236816406	162.19081115722656	169.52786254882812
GILD	68.80500030517578	72.8927001953125	75.06239318847656	67.55980682373047	57.832977294921875	52.36699676513672	53.551361083984375	71.2903060913086	48.33264923095703	62.8435173034668	26.15899085998535	91.5710678100586	31.125001907348633	6.914649963378906	94.47024536132812	17.452560424804688	35.47801208496094	5.795970439910889	36.380287170410156	7.080399990081787	21.355031967163086	10.457281112670898	16.760759353637695	14.154803276062012	18.76828956604004	20.923236846923828	23.142826080322266	22.00168228149414	23.525291442871094	25.4680118560791	16.03256607055664
NLSN	27.979999542236328	27.95570182800293	27.935001373291016	27.914140701293945	27.892717361450195	27.87061309814453	27.84834098815918	27.82598876953125	27.803577423095703	27.781190872192383	27.758907318115234	27.73677635192871	27.714805603027344	27.6929931640625	27.671310424804688	27.649717330932617	27.62816047668457	27.60665512084961	27.585193634033203	27.56377410888672	27.54238510131836	27.52103042602539	27.49970245361328	27.4783992767334	27.45711898803711	27.435861587524414	27.414630889892578	27.393421173095703	27.372236251831055	27.35107421875	27.32992935180664
EQIX	534.489990234375	523.0155029296875	522.0708618164062	522.25146484375	520.8781127929688	519.5687866210938	523.2548217773438	525.6130981445312	527.4324340820312	527.3695068359375	525.839599609375	526.0675048828125	527.410400390625	526.5221557617188	525.59423828125	524.5289306640625	523.5366821289062	523.2601318359375	523.2545776367188	523.2489013671875	523.709228515625	524.4963989257812	524.6962280273438	524.49267578125	524.2871704101562	524.0684814453125	524.0518798828125	523.9560546875	523.6090087890625	523.3076782226562	523.0888671875
V	190.3699951171875	186.11306762695312	185.5847625732422	187.3213348388672	187.58355712890625	187.62994384765625	187.6820831298828	188.4373779296875	189.3170928955078	189.36187744140625	189.79391479492188	191.1612548828125	191.65492248535156	191.7432861328125	192.10879516601562	190.67530822753906	190.04644775390625	190.63851928710938	191.04269409179688	191.2500457763672	191.37806701660156	191.68626403808594	192.14401245117188	192.36903381347656	192.6744384765625	193.36932373046875	193.82778930664062	193.9728240966797	194.26475524902344	193.96807861328125	193.71022033691406
QRVO	85.98999786376953	70.9903335571289	74.56092071533203	78.02864837646484	78.69339752197266	75.7576904296875	73.51619720458984	71.15968322753906	70.06033325195312	69.54732513427734	68.83583068847656	67.70072174072266	66.42508697509766	65.22090911865234	70.205810546875	69.60161590576172	66.39611053466797	64.1505355834961	64.00205993652344	63.26594543457031	62.62025833129883	61.72234344482422	60.813987731933594	59.858455657958984	59.04690170288086	58.25469970703125	59.665771484375	58.17799377441406	56.72519302368164	55.777931213378906	57.17766571044922
MDT	83.75	83.0061264038086	79.42040252685547	74.27011108398438	71.35687255859375	70.09319305419922	68.64311981201172	64.16465759277344	56.3443717956543	64.63983917236328	57.69118881225586	48.06959915161133	27.526063919067383	14.965521812438965	40.278961181640625	12.521761894226074	14.743281364440918	11.828359603881836	13.819835662841797	14.14300537109375	14.41914176940918	14.44879150390625	14.509612083435059	14.496888160705566	14.494058609008789	14.50191593170166	14.531068801879883	14.585973739624023	14.651829719543457	14.716601371765137	14.809718132019043
FLT	172.38999938964844	175.51922607421875	179.51217651367188	178.57875061035156	177.6184539794922	177.03329467773438	179.59210205078125	186.2465057373047	188.677734375	184.646484375	187.29220581054688	188.22360229492188	187.660400390625	188.16421508789062	191.1440887451172	194.21347045898438	196.10276794433594	195.43409729003906	192.728515625	194.187744140625	198.58316040039062	201.4152374267578	200.90261840820312	202.26983642578125	204.33560180664062	204.6136474609375	204.38323974609375	205.76837158203125	208.07960510253906	210.09042358398438	213.0514373779297
A	132.375	131.528564453125	130.38800048828125	129.64247131347656	128.1204071044922	126.44843292236328	124.73111724853516	122.52725219726562	119.98870086669922	117.38285064697266	115.04549407958984	113.40721130371094	110.58596801757812	106.23967742919922	103.32889556884766	102.05730438232422	99.51737976074219	96.77790832519531	95.43632507324219	94.07252502441406	91.74279022216797	89.64111328125	87.94770812988281	86.1584701538086	84.65399169921875	83.28367614746094	82.04212951660156	80.730224609375	79.47704315185547	78.22859191894531	77.06903839111328
SWKS	84.56999969482422	84.57413482666016	84.68921661376953	84.69220733642578	85.01314544677734	85.06671905517578	85.23147583007812	85.29618835449219	85.59512329101562	85.70576477050781	85.82452392578125	85.81546020507812	85.91217803955078	85.99127960205078	86.04806518554688	86.14857482910156	86.21834564208984	86.30912780761719	86.37074279785156	86.4652099609375	86.53097534179688	86.60791015625	86.66150665283203	86.73439025878906	86.80207824707031	86.87521362304688	86.94422149658203	87.01292419433594	87.08394622802734	87.14967346191406	87.21971893310547
MO	45.31499862670898	43.467105865478516	43.31641387939453	43.04457473754883	42.84178161621094	42.57622146606445	42.35503005981445	42.106407165527344	41.87230682373047	41.63825607299805	41.40424346923828	41.167625427246094	40.939144134521484	40.69670486450195	40.46144104003906	40.22601318359375	39.98512268066406	39.75579833984375	39.52729034423828	39.300392150878906	39.07464599609375	38.85057830810547	38.62773895263672	38.406455993652344	38.1865234375	37.96800994873047	37.750911712646484	37.53525161743164	37.32097244262695	37.108219146728516	36.89689636230469
MCHP	62.09000015258789	51.53477478027344	50.68807601928711	49.913272857666016	49.207977294921875	48.47178268432617	47.812767028808594	47.16199493408203	46.50993728637695	45.798336029052734	45.05724334716797	44.29117965698242	43.50159454345703	42.604427337646484	41.67781066894531	40.725067138671875	39.740360260009766	39.06659698486328	38.41659164428711	37.78250503540039	37.16209411621094	36.55591583251953	35.96094512939453	35.375980377197266	34.80019760131836	34.23474884033203	33.680274963378906	33.13751220703125	32.607357025146484	32.09343719482422	31.597362518310547
CDNS	160.5800018310547	24.14478302001953	7.9700727462768555	15.453606605529785	15.578841209411621	17.120983123779297	16.154478073120117	14.63931655883789	13.185274124145508	12.023858070373535	11.210411071777344	10.628182411193848	10.156905174255371	9.75845718383789	9.377889633178711	8.96246337890625	8.839600563049316	8.731037139892578	8.60938549041748	8.488591194152832	8.372811317443848	8.269474983215332	8.177834510803223	8.096505165100098	8.022896766662598	7.955108165740967	7.891655921936035	7.830795764923096	7.772128105163574	7.715602874755859	7.661103248596191
MSCI	407.9200134277344	384.6172790527344	383.75079345703125	384.6793518066406	386.3466796875	388.79107666015625	387.01806640625	384.6413879394531	383.68011474609375	383.3422546386719	383.1836242675781	383.02923583984375	381.16546630859375	379.4098205566406	377.447021484375	376.4627990722656	375.8341979980469	375.01312255859375	373.9436950683594	372.7673645019531	371.5220031738281	370.28143310546875	368.9872741699219	367.5694580078125	365.9800109863281	364.21014404296875	362.3271179199219	360.39141845703125	358.4468078613281	356.5230712890625	354.6869812011719
CHTR	337.260009765625	337.09002685546875	337.9051818847656	340.135986328125	344.1388854980469	344.7396545410156	345.9431457519531	347.4944152832031	349.3782958984375	349.95355224609375	351.1194763183594	353.145263671875	354.9616394042969	356.59393310546875	358.5121154785156	360.78564453125	362.3319396972656	364.1026916503906	366.0301818847656	367.92437744140625	369.41351318359375	371.0503845214844	372.75543212890625	374.469970703125	376.11956787109375	377.9400939941406	379.85601806640625	381.7434387207031	383.6240539550781	385.544189453125	387.45794677734375
GS-PJ	24.729999542236328	24.833711624145508	24.897235870361328	24.969600677490234	25.034534454345703	25.096912384033203	25.154869079589844	25.209312438964844	25.26007843017578	25.306964874267578	25.351322174072266	25.39423179626465	25.436182022094727	25.478424072265625	25.521350860595703	25.56557846069336	25.611038208007812	25.656766891479492	25.70285987854004	25.74887466430664	25.79467010498047	25.84003448486328	25.884864807128906	25.929092407226562	25.972705841064453	26.01575469970703	26.05830955505371	26.10043716430664	26.142221450805664	26.18372344970703	26.224985122680664
